22.07.2026                                                       การแสดงรายการแบบไดนามิก                                                               1
--------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------
|  วัสดุ        |คำอธิบายวัสดุ                           |Plnt|ใบสั่ง|โครงข่าย  |        องค์ประกอบ WBS|MvT|ปม.ต้องการ|RemovedQty|ปริมาณต่าง|วันต้องการ|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |6001385183|P-SEZ02.0-D-NPND0.1062|581|        3 |        0 |        3 |12.03.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |6001385183|P-SEZ02.0-D-NPND0.1062|581|        4 |        0 |        4 |12.03.2026|
|  1-01-013-0001|BOLT,DOUBLE ARMING,ROUND EYE M.16X450MM.|D060|      |6001385183|P-SEZ02.0-D-NPND0.1062|581|        3 |        0 |        3 |12.03.2026|
|  1-01-013-0002|BOLT,DOUBLE ARMING,ROUND EYE M.16X500MM.|D060|      |6001385183|P-SEZ02.0-D-NPND0.1062|581|        6 |        0 |        6 |12.03.2026|
|  1-01-018-0001|NUT,EYE M.16 DIN 582                    |D060|      |6001385183|P-SEZ02.0-D-NPND0.1062|581|        3 |        0 |        3 |12.03.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |6001385183|P-SEZ02.0-D-NPND0.1062|581|       51 |        0 |       51 |12.03.2026|
|  1-01-018-0201|WASHER,SQUARE,CURVED 60X60X5 MM.        |D060|      |6001385183|P-SEZ02.0-D-NPND0.1062|581|        6 |        0 |        6 |12.03.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |6001385183|P-SEZ02.0-D-NPND0.1062|581|        2 |        0 |        2 |12.03.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |6001385183|P-SEZ02.0-D-NPND0.1062|581|       14 |        0 |       14 |12.03.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |6001385183|P-SEZ02.0-D-NPND0.1062|581|        3 |        0 |        3 |12.03.2026|
|  1-02-002-0002|COND.,ACSR 50/8 SQ.MM.TIS.86            |D060|      |6001385183|P-SEZ02.0-D-NPND0.1062|581|      240 |        0 |      240 |12.03.2026|
|  1-02-030-0102|CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|      |6001385183|P-SEZ02.0-D-NPND0.1062|581|        9 |        0 |        9 |12.03.2026|
|  1-02-033-0006|HOTLINE BAIL-CLAMP,MAIN 70-185 SQ.MM.   |D060|      |6001385183|P-SEZ02.0-D-NPND0.1062|581|        3 |        0 |        3 |12.03.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |6001385183|P-SEZ02.0-D-NPND0.1062|581|        3 |        0 |        3 |12.03.2026|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |6001385183|P-SEZ02.0-D-NPND0.1062|581|       10 |        0 |       10 |12.03.2026|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |6001385183|P-SEZ02.0-D-NPND0.1062|581|       36 |        0 |       36 |12.03.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |6001385183|P-SEZ02.0-D-NPND0.1062|581|        3 |        0 |        3 |12.03.2026|
|  1-04-003-0003|FUSE LINK 22 KV. 5-6 A.EEI-NEMA TYPE K  |D060|      |6001385183|P-SEZ02.0-D-NPND0.1062|581|        3 |        0 |        3 |12.03.2026|
|  1-00-001-0004|POLE 12 M.                              |D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|        2 |        0 |        2 |10.03.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|        2 |        0 |        2 |10.03.2026|
|  1-00-011-0003|CROSSARM (FOR D/E) 120X120X2,000 MM.    |D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|        6 |        0 |        6 |10.03.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|        4 |        0 |        4 |10.03.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|       10 |        0 |       10 |10.03.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|        3 |        0 |        3 |10.03.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|        4 |        0 |        4 |10.03.2026|
|  1-01-013-0001|BOLT,DOUBLE ARMING,ROUND EYE M.16X450MM.|D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|        3 |        0 |        3 |10.03.2026|
|  1-01-013-0002|BOLT,DOUBLE ARMING,ROUND EYE M.16X500MM.|D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|        6 |        0 |        6 |10.03.2026|
|  1-01-018-0001|NUT,EYE M.16 DIN 582                    |D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|        3 |        0 |        3 |10.03.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|       51 |        0 |       51 |10.03.2026|
|  1-01-018-0201|WASHER,SQUARE,CURVED 60X60X5 MM.        |D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|        6 |        0 |        6 |10.03.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|        2 |        0 |        2 |10.03.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|       14 |        0 |       14 |10.03.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|        3 |        0 |        3 |10.03.2026|
|  1-02-002-0002|COND.,ACSR 50/8 SQ.MM.TIS.86            |D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|      240 |        0 |      240 |10.03.2026|
|  1-02-030-0102|CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|        9 |        0 |        9 |10.03.2026|
|  1-02-033-0006|HOTLINE BAIL-CLAMP,MAIN 70-185 SQ.MM.   |D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|        3 |        0 |        3 |10.03.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|        3 |        0 |        3 |10.03.2026|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|       10 |        0 |       10 |10.03.2026|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|       36 |        0 |       36 |10.03.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|        3 |        0 |        3 |10.03.2026|
|  1-04-003-0007|FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K   |D060|      |6001385184|P-SEZ02.0-D-NPND0.1063|581|        3 |        0 |        3 |10.03.2026|
|  1-00-001-0004|POLE 12 M.                              |D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|        2 |        0 |        2 |12.03.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|        2 |        0 |        2 |12.03.2026|
|  1-00-011-0003|CROSSARM (FOR D/E) 120X120X2,000 MM.    |D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|        6 |        0 |        6 |12.03.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|        4 |        0 |        4 |12.03.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|       10 |        0 |       10 |12.03.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|        3 |        0 |        3 |12.03.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|        4 |        0 |        4 |12.03.2026|
|  1-01-013-0001|BOLT,DOUBLE ARMING,ROUND EYE M.16X450MM.|D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|        3 |        0 |        3 |12.03.2026|
|  1-01-013-0002|BOLT,DOUBLE ARMING,ROUND EYE M.16X500MM.|D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|        6 |        0 |        6 |12.03.2026|
|  1-01-018-0001|NUT,EYE M.16 DIN 582                    |D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|        3 |        0 |        3 |12.03.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|       51 |        0 |       51 |12.03.2026|
|  1-01-018-0201|WASHER,SQUARE,CURVED 60X60X5 MM.        |D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|        6 |        0 |        6 |12.03.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|        2 |        0 |        2 |12.03.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|       14 |        0 |       14 |12.03.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|        3 |        0 |        3 |12.03.2026|
|  1-02-002-0002|COND.,ACSR 50/8 SQ.MM.TIS.86            |D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|      240 |        0 |      240 |12.03.2026|
|  1-02-030-0102|CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|        9 |        0 |        9 |12.03.2026|
|  1-02-033-0006|HOTLINE BAIL-CLAMP,MAIN 70-185 SQ.MM.   |D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|        3 |        0 |        3 |12.03.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|        3 |        0 |        3 |12.03.2026|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|       10 |        0 |       10 |12.03.2026|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|       36 |        0 |       36 |12.03.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|        3 |        0 |        3 |12.03.2026|
|  1-04-003-0008|FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K   |D060|      |6001385186|P-SEZ02.0-D-NPND0.1064|581|        3 |        0 |        3 |12.03.2026|
|  1-00-001-0004|POLE 12 M.                              |D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|        2 |        0 |        2 |12.03.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|        2 |        0 |        2 |12.03.2026|
|  1-00-011-0003|CROSSARM (FOR D/E) 120X120X2,000 MM.    |D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|        6 |        0 |        6 |12.03.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|        4 |        0 |        4 |12.03.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|       10 |        0 |       10 |12.03.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|        3 |        0 |        3 |12.03.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|        4 |        0 |        4 |12.03.2026|
|  1-01-013-0001|BOLT,DOUBLE ARMING,ROUND EYE M.16X450MM.|D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|        3 |        0 |        3 |12.03.2026|
|  1-01-013-0002|BOLT,DOUBLE ARMING,ROUND EYE M.16X500MM.|D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|        6 |        0 |        6 |12.03.2026|
|  1-01-018-0001|NUT,EYE M.16 DIN 582                    |D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|        3 |        0 |        3 |12.03.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|       51 |        0 |       51 |12.03.2026|
|  1-01-018-0201|WASHER,SQUARE,CURVED 60X60X5 MM.        |D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|        6 |        0 |        6 |12.03.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|        2 |        0 |        2 |12.03.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|       14 |        0 |       14 |12.03.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|        3 |        0 |        3 |12.03.2026|
|  1-02-002-0002|COND.,ACSR 50/8 SQ.MM.TIS.86            |D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|      240 |        0 |      240 |12.03.2026|
|  1-02-030-0102|CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|        9 |        0 |        9 |12.03.2026|
|  1-02-033-0006|HOTLINE BAIL-CLAMP,MAIN 70-185 SQ.MM.   |D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|        3 |        0 |        3 |12.03.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|        3 |        0 |        3 |12.03.2026|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|       10 |        0 |       10 |12.03.2026|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|       36 |        0 |       36 |12.03.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|        3 |        0 |        3 |12.03.2026|
|  1-04-003-0004|FUSE LINK 22 KV. 8 A.EEI-NEMA TYPE K    |D060|      |6001385188|P-SEZ02.0-D-NPND0.1065|581|        3 |        0 |        3 |12.03.2026|
|  1-01-010-0002|ST. WIRE, STRANDED 25 SQ.MM.TIS.404     |D060|      |6001390720|P-TDD02.4-D-NPND0.1801|581|      135 |        0 |      135 |22.04.2026|
|  1-02-002-0007|CONDUCTOR,ACSR 185/30 SQ.MM.TIS.86      |D060|      |6001390720|P-TDD02.4-D-NPND0.1801|581|      405 |        0 |      405 |22.04.2026|
|  1-00-011-0004|CROSSARM (FOR D/E) 120X120X2,500 MM.    |D060|      |6001390721|P-TDD02.4-D-NPND0.1801|581|        4 |        0 |        4 |21.04.2026|
|  1-01-010-0002|ST. WIRE, STRANDED 25 SQ.MM.TIS.404     |D060|      |6001390721|P-TDD02.4-D-NPND0.1801|581|    2,835 |        0 |    2,835 |21.04.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |6001390721|P-TDD02.4-D-NPND0.1801|581|        2 |        0 |        2 |21.04.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |6001390721|P-TDD02.4-D-NPND0.1801|581|        2 |        0 |        2 |21.04.2026|
|  1-01-011-0206|BOLT,MACHINE M.16X400 MM.               |D060|      |6001390721|P-TDD02.4-D-NPND0.1801|581|      150 |        0 |      150 |21.04.2026|
|  1-01-011-0208|BOLT,MACHINE M.16X500 MM.               |D060|      |6001390721|P-TDD02.4-D-NPND0.1801|581|        2 |        0 |        2 |21.04.2026|
|  1-01-013-0002|BOLT,DOUBLE ARMING,ROUND EYE M.16X500MM.|D060|      |6001390721|P-TDD02.4-D-NPND0.1801|581|        6 |        0 |        6 |21.04.2026|
|  1-01-018-0001|NUT,EYE M.16 DIN 582                    |D060|      |6001390721|P-TDD02.4-D-NPND0.1801|581|        6 |        0 |        6 |21.04.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |6001390721|P-TDD02.4-D-NPND0.1801|581|      190 |        0 |      190 |21.04.2026|
|  1-01-018-0201|WASHER,SQUARE,CURVED 60X60X5 MM.        |D060|      |6001390721|P-TDD02.4-D-NPND0.1801|581|       12 |        0 |       12 |21.04.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |6001390721|P-TDD02.4-D-NPND0.1801|581|        8 |        0 |        8 |21.04.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |6001390721|P-TDD02.4-D-NPND0.1801|581|        8 |        0 |        8 |21.04.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |6001390721|P-TDD02.4-D-NPND0.1801|581|      154 |        0 |      154 |21.04.2026|
|  1-01-023-0201|GW SUPPORT AND CLAMP,FOR POLE           |D060|      |6001390721|P-TDD02.4-D-NPND0.1801|581|       75 |        0 |       75 |21.04.2026|
|  1-02-005-0004|CABLE,AERIAL,AL 22 KV. 1X185 SQ.MM.     |D060|      |6001390721|P-TDD02.4-D-NPND0.1801|581|    8,145 |        0 |    8,145 |21.04.2026|
|  1-02-044-0112|BRACKET,SAC CORNER SUPPORT, 22-33 KV    |D060|      |6001390721|P-TDD02.4-D-NPND0.1801|581|       75 |        0 |       75 |21.04.2026|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |6001390721|P-TDD02.4-D-NPND0.1801|581|      237 |        0 |      237 |21.04.2026|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |6001390721|P-TDD02.4-D-NPND0.1801|581|       36 |        0 |       36 |21.04.2026|
|  1-00-004-0003|ANCHOR, PLATE, CONCRETE 600X600X180 MM. |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|        1 |        0 |        1 |01.12.2025|
|  1-00-011-0003|CROSSARM (FOR D/E) 120X120X2,000 MM.    |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|        4 |        0 |        4 |01.12.2025|
|  1-01-010-0002|ST. WIRE, STRANDED 25 SQ.MM.TIS.404     |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|2,241.400 |        0 |2,241.400 |01.12.2025|
|  1-01-010-0006|ST. WIRE, STRANDED 95 SQ.MM.TIS.404     |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|       16 |        0 |       16 |01.12.2025|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|        4 |        0 |        4 |01.12.2025|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|        2 |        0 |        2 |01.12.2025|
|  1-01-011-0206|BOLT,MACHINE M.16X400 MM.               |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|      130 |        0 |      130 |01.12.2025|
|  1-01-011-0207|BOLT,MACHINE M.16X450 MM.               |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|        4 |        0 |        4 |01.12.2025|
|  1-01-013-0001|BOLT,DOUBLE ARMING,ROUND EYE M.16X450MM.|D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|        6 |        0 |        6 |01.12.2025|
|  1-01-018-0001|NUT,EYE M.16 DIN 582                    |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|        6 |        0 |        6 |01.12.2025|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|      161 |        0 |      161 |01.12.2025|
|  1-01-018-0201|WASHER,SQUARE,CURVED 60X60X5 MM.        |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|        6 |        0 |        6 |01.12.2025|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|        4 |        0 |        4 |01.12.2025|
|  1-01-021-0000|ROD,ANCHOR,ROUND EYE M.16, 2 M.LONG     |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|        1 |        0 |        1 |01.12.2025|
|  1-01-021-0201|BOLT,STRAND EYE, 45 DEG.M.16X250 MM.    |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|        1 |        0 |        1 |01.12.2025|
|  1-01-021-0304|THIMBLE,GUY,FOR STEEL WIRE 50-95 SQ.MM. |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|        1 |        0 |        1 |01.12.2025|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|      142 |        0 |      142 |01.12.2025|
|  1-01-023-0001|CLAMP,DOUBLE U-BOLT,M.16(WIRE ROPE CLIP)|D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|        4 |        0 |        4 |01.12.2025|
|  1-01-023-0201|GW SUPPORT AND CLAMP,FOR POLE           |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|       65 |        0 |       65 |01.12.2025|
|  1-02-005-0004|CABLE,AERIAL,AL 22 KV. 1X185 SQ.MM.     |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|    6,600 |        0 |    6,600 |01.12.2025|
|  1-02-044-0112|BRACKET,SAC CORNER SUPPORT, 22-33 KV    |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|       69 |        0 |       69 |01.12.2025|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|      213 |        0 |      213 |01.12.2025|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|       36 |        0 |       36 |01.12.2025|
|  1-03-003-0103|INSULATOR,STRAIN,CLASS 54-4 TIS.280     |D060|      |6001390725|P-TDD02.4-D-NPND0.1802|581|        1 |        0 |        1 |01.12.2025|
|  1-00-001-0004|POLE 12 M.                              |D060|      |6001390727|P-TDD02.4-D-NPND0.1803|581|        1 |        0 |        1 |21.04.2026|
|  1-00-001-0012|POLE 12.2 M.                            |D060|      |6001390727|P-TDD02.4-D-NPND0.1803|581|        1 |        0 |        1 |21.04.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |6001390727|P-TDD02.4-D-NPND0.1803|581|        1 |        0 |        1 |21.04.2026|
|  1-01-001-0003|ST. ANG.,OHGW. BAYONET 2.25 M.LONG      |D060|      |6001390727|P-TDD02.4-D-NPND0.1803|581|        5 |        0 |        5 |21.04.2026|
|  1-01-010-0002|ST. WIRE, STRANDED 25 SQ.MM.TIS.404     |D060|      |6001390727|P-TDD02.4-D-NPND0.1803|581|  196.200 |        0 |  196.200 |21.04.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |6001390727|P-TDD02.4-D-NPND0.1803|581|        2 |        0 |        2 |21.04.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |6001390727|P-TDD02.4-D-NPND0.1803|581|       11 |        0 |       11 |21.04.2026|
